,post_id,date,post_text
10,45115,2026-01-23,"🇷🇺 Не просто титул, а настоящий вызов времени!

Сибирский город Омск вступил в 2026 год в статусе культурной столицы России. На церемонии закладки символической звезды собрались те, для кого искусство – двигатель перемен: режиссеры, художники, искусствоведы. Они говорят: через кино и живопись можно не только понять мир, но и изменить его.

Что происходит, когда целый город говорит с миром на языке искусства? Подробности – в сюжете канала «Продвижение», партнера TV BRICS."
11,45114,2026-01-23,"🇮🇩🌾 В Индонезии нашли способ снизить зависимость страны от экспорта пшеницы, заместив ее злаком сорго, который лучше подходит для выращивания в местном климате и богат клетчаткой.

С учетом высокого спроса на лапшу и хлеб, безглютеновая лапша из сорго рассматривается как более здоровая и экономически выгодная альтернатива пшенице, которую невозможно выращивать в стране в достаточных объемах.

Кроме лапши, из сорго планируют производить муку, сахар и соевый соус. Также изучается его потенциал для использования в косметике и средствах по уходу за кожей."
12,45113,2026-01-23,"🇮🇷📈  Иран занял 11-е место среди исламских стран в Глобальном индексе инноваций за 2025 год. В общем рейтинге из 139 экономик страна поднялась на 70-ю строчку.

Индекс оценивает технологическое развитие и влияние инноваций на экономику и общество. В 2025 году лидерами среди исламских стран стали ОАЭ и Малайзия.

Рейтинг также зафиксировал заметный прогресс ряда государств: Китай впервые вошел в топ-10, а среди стран со средним уровнем дохода устойчивый рост, помимо Ирана, показали Индия, Вьетнам, Индонезия и Марокко. Отдельно отмечается развитие инноваций в Центральной и Южной Азии, а также на Ближнем Востоке."
13,45107,2026-01-22,"🇧🇷💉 В Бразилии разработали вакцину от лихорадки денге

Препарат, разработанный для однократного применения, создается на строго контролируемом производстве в Сан-Паулу. Вакцина уже одобрена для возрастной группы от 12 до 59 лет, ее поставки в медучреждения начнутся в 2026 году.

Подробности – в сюжете TV Band, партнера TV BRICS."
14,45106,2026-01-22,"🇰🇬🪙 Президент Кыргызстана утвердил изменения в закон «О виртуальных активах». Документ вводит в правовое поле понятия «государственный майнинг» и «государственный криптовалютный резерв».

Теперь все майнеры в стране обязаны пройти обязательную регистрацию. После получения сертификата право на майнинг получают как компании, так и индивидуальные предприниматели.

Ранее схожие шаги в сфере регулирования цифровых активов были предприняты и в Белоруссии: президент Белоруссии Лукашенко подписал (https://t.me/tvbrics/18941) указ «О криптобанках и отдельных вопросах контроля в сфере цифровых знаков (токенов)»."
15,45105,2026-01-22,"🏆🎨 Спорт редко называют искусством. Но за каждым движением стоит форма, за каждой тренировкой – замысел, за каждой победой – долгий процесс создания.

«Искусство спорта» – документальный цикл, раскрывающий тайны знаменитых атлетов и достижения ведущих спортивных федераций страны.

➡️ Что объединяет подготовку атлета и работу скульптора? Почему керлинг может напоминать живопись? Как ритм связывает конный спорт с игрой на барабанах?

Через вдохновляющие интервью и креативные видеометафоры проект объединяет движение и эстетику, силу и образ, доказывая, что спорт – это не только результат, но и искусство.

▶️ СМОТРИТЕ НА TV BRICS https://oml.pw/1jfj5ggt6"
16,45104,2026-01-22,"🚃Казахстан направил спецпоезд в Китай в преддверии китайского Нового года

📍В индустриальный парк зерновой компании «Айцзюй», расположенный в городе Сиань провинции Шэньси Китая, прибыл грузовой состав, груженый зерном, маслом, медом и другими видами сельхозпродукции из Казахстана.

🇰🇿🇨🇳Это первый в 2026 году специальный грузовой поезд, предназначенный для ввоза в страну из Казахстана товаров, которые обогатят столы жителей Китай во время праздника  Весны (Чуньцзе, традиционный китайский Новый год по лунному календарю).

Источник: «Казинформ»"
17,45103,2026-01-22,"🇧🇷 Бразилия открыла новые рынки для своей сельскохозяйственной продукции. Договоренности достигнуты с Вьетнамом и Саудовской Аравией.

🔹 Вьетнам одобрил импорт бразильского говяжьего жира, что создает дополнительные возможности для бразильской животноводческой отрасли.

🔹 Саудовская Аравия, в свою очередь, разрешила поставки бычьего гепарина, который в медицине используется как лекарственное средство, которое разжижает кровь, предотвращая ее свертывание и образование тромбов.

С начала 2023 года это уже 526-я и 527-я новые экспортные возможности для бразильского агробизнеса."
18,45102,2026-01-22,"📚 «Современный русский» (https://www.oshibok-net.ru/) – портал для тех, кто хочет говорить и писать грамотно.

Проект TV BRICS помогает разобраться в нормах языка, избавиться от ошибок и сделать речь более точной и выразительной.

🥼 Здесь (https://www.oshibok-net.ru/) десять направлений практической филологии (от произношения и правописания до бесплатных консультаций с лингвистами) – все, чтобы освежить знания и уверенно чувствовать себя в языке.

Заходите, читайте, проверяйте себя и совершенствуйте речь вместе с нами!"
19,45101,2026-01-22,"🇮🇳🚑  Индия успешно интегрировала мобильные бригады помощи при инсульте с экстренными службами и больницами в сельской местности страны.

В штате Ассам уже появились два передвижных пункта оказания помощи. Внутри – компьютерный томограф, лаборатория, оборудование для телеконсультаций и препараты для растворения тромбов. Это позволяет врачам диагностировать инсульт как можно раньше и свести к минимуму последствия болезни.

Ученые и медики отмечают, что географические особенности на северо-востоке страны – сложный рельеф местности, большие расстояния – и ограниченный доступ к специализированной помощи ранее затрудняли своевременное лечение острого инсульта."
20,45099,2026-01-22,"🇿🇼🏥 Власти Зимбабве объявили о планах активно привлекать в страну туристов, интересующихся медицинскими услугами. Основная цель – занять долю на быстрорастущем мировом рынке и укрепить национальную экономику.

Для этого планируется обновить оборудование в больницах и внедрить современные стандарты обслуживания. Одним из главных преимуществ Зимбабве должна стать конкурентная цена на медицинские услуги. При этом качество лечения не пострадает. По словам официальных лиц, стоимость процедур обещает быть значительно ниже, чем во многих других странах."
21,45098,2026-01-22,
22,45097,2026-01-22,"🇹🇯🇮🇷 Таджикистан и Иран отменяют визы для водителей грузовиков

С марта 2026 года водители грузовых автомобилей из Таджикистана и Ирана смогут пересекать сухопутные границы без виз и находиться на территории другой страны до 30 дней подряд.

Решение упростит грузоперевозки, снизит издержки и повысит эффективность торговли между Душанбе и Тегераном. Договоренность стала итогом переговоров президента Таджикистана Эмомали Рахмона и министра внутренних дел Ирана Эскандара Момени.

Ожидается, что безвизовый режим также даст импульс развитию культурного и медицинского туризма и укрепит двусторонние связи."
23,45096,2026-01-22,"🇷🇺🧸 Мишка возвращается: у сборной России появился старый-новый талисман

Олимпийский комитет России утвердил символ национальной команды. Им стал бурый медведь с медалью на груди – образ, вдохновленный легендарным талисманом Олимпиады 1980 года. Об этом свидетельствуют материалы Роспатента.

Заявку на регистрацию подали летом 2025 года, а в январе 2026-го она была одобрена.

Глава Минспорта и ОКР Михаил Дегтярев ранее в своем телеграм-канале анонсировал возвращение классического образа, соответствующий ролик можно посмотреть в посте.

Кажется, ностальгия здесь вполне уместна."
24,45095,2026-01-22,"🇮🇳🦷  География приема – вся Россия: стоматологические услуги специалиста из Индии востребованы в нескольких странах мира

Индиец Капил Кхурана приехал в Россию в 1990-е годы, окончил стоматологический факультет и основал здесь сеть клиник. Несмотря на переезд, тесную связь с родиной сохраняет до сих пор.

Какие профессиональные принципы позволили иностранному специалисту завоевать доверие пациентов? Что делает врач, когда скучает по дому?

▶️ Узнаете в сюжете! (https://tvbrics.com/shows/geografiya-priema-vsya-rossiya-stomatologicheskie-uslugi-spetsialista-iz-indii-vostrebovany-v-neskol/)"
25,45094,2026-01-22,"♻️ Индия уже получает половину всей электроэнергии из источников без ископаемого топлива. Цели национального зеленого плана страна выполнила на пять лет раньше срока, сообщил министр по новым и возобновляемым источникам энергии Пралхад Джоши.

Переход оказался не только экологичным, но и выгодным. По словам министра, возобновляемая энергия стала доступнее для домохозяйств, а расходы на электричество снизились. Стоимость солнечной энергии за последние годы упала почти на 80 %, а связка зеленая генерация + системы хранения теперь конкурирует по цене с традиционными источниками.

В СТРАНАХ БРИКС

Энергетический переход набирает обороты и в других странах объединения.

➡️ В Китае за последние пять лет построили крупнейшую и самую быстрорастущую в мире систему возобновляемой энергетики: доля зеленых источников там выросла примерно с 40 до 60 %.

➡️ Египет с 2014 года реализует национальную энергетическую стратегию и планирует довести долю ВИЭ до 42 % к 2030 году.

➡️ Эфиопия делает ставку на долгосрочное развитие зеленой экономики. В стране запущен проект гидроэлектростанции «Койша» с планируемой установленной мощностью 1,8 тыс. МВт."
26,45093,2026-01-22,"🇨🇳🚗 Китай достиг исторического максимума по производству и продажам автомобилей

За 2025 год в стране выпустили и продали более 30 млн легковых машин. При этом доля китайских брендов в общем объеме продаж выросла до 69,5 %.

Особенно быстро растет сегмент автомобилей на новых источниках энергии. Их производство увеличилось на 29 % и достигло 16,6 млн автомобилей, продажи – на 28,2 %, до 16,49 млн. По этому направлению Китай остается мировым лидером уже 11 лет подряд."
27,45090,2026-01-21,
28,45089,2026-01-21,"🇷🇺🐿 Редкий суслик возвращается!

В российском Воронинском заповеднике популяция краснокнижного крапчатого суслика выросла более чем в два раза. Об этом сообщило Минприроды России. (https://vk.com/min_prirody)

В 2023 году 40 зверьков поселили на специально подготовленном участке, где условия максимально приближены к естественным. Сейчас там обитает уже более 85 особей.

Животные успешно освоились и ушли в зимнюю спячку. Следующий этап проекта программы по сохранению и размножению крапчатого суслика – переселение в дикую природу."
29,45088,2026-01-21,"🇪🇬 В Египте началась работа по созданию первого крупного аффинажного завода

Предприятие будет соответствовать мировым стандартам и займется очисткой добытого золота до высшей, 24-каратной пробы. Основная цель проекта – усилить позиции республики на международном рынке.

В сфере очистки золота основным конкурентом арабской республики являются ОАЭ. Для продвижения египетских ювелирных изделий за рубежом рассматривается вариант привлечения международной маркетинговой компании."
30,45087,2026-01-21,"В продолжение темы изменения транспортной инфраструктуры БРИКС представляем вторую часть карточек.

Напоминаем, что больше информации и эксклюзивных комментариев экспертов – в материале на сайте. (https://tvbrics.com/news/kak-budet-menyatsya-transportnaya-infrastruktura-briks-novye-koridory-khaby-i-multimodalnaya-logisti/)"
31,45086,2026-01-21,"🇷🇺 Российские ученые разработали технологию, которая позволяет защищать изделия из дерева от разрушения под действием воды, воздуха, ультрафиолетового излучения, а также бактерий и грибов.

В основе изобретения – льняное масло, затвердевающее на воздухе, и нановолокна оксида алюминия, которые делают образующуюся защитную пленку более прочной.

Технология уже применяется в производстве и решает задачу по созданию новых экологичных и долговечных материалов в сфере строительства, мебельной промышленности и деревообработки."
32,45085,2026-01-21,"🇮🇳 Индия начала эксплуатацию первого разработанного в стране пассажирского судна, работающего на водородном топливе. 

➡Подробности – в ролике.

В рубрике BRICSобзор ведущие международной медиасети делятся актуальными новостями государств объединения, в составе которого почти половина населения планеты, а также стран-партнеров.

➡ Хотите быть в курсе актуальных событий? Смотрите новый выпуск международных новостей!
https://tvbrics.com/tv-shows/bricsobzor/top/"
33,45084,2026-01-21,"🇮🇳 Электрические лодки, работающие от солнечных панелей, запустили в штате Тамилнад в популярном среди туристов месте Пичаварам на юго-востоке Индии. Там находится мангровый лес, известный своими водными каналами.

Лодки полностью работают на возобновляемой энергии (на проект потратили около 2 млн рублей).

Инициатива направлена на сокращение использования топлива, снижение загрязнения воздуха и воды, а также развитие экологически чистого туризма."
34,45083,2026-01-21,"🇨🇳☃️  В китайском Харбине – пик зимнего туризма, и главным символом сезона снова стал гигантский снеговик. В этом году он побил собственный рекорд, достигнув 19 м в высоту и окончательно захватил соцсети, причем не только китайские.

Белоснежного гиганта активно фотографируют туристы, он мелькает в зарубежных лентах и давно стал визитной карточкой города льда и снега. Почему вокруг него столько шума – рассказываем.

История снеговика достаточно интересная: по данным Xinhua, он впервые возник в 2019 году как неофициальная инициатива коммунальных служб, но восторженная реакция жителей быстро превратила его в вирусный объект, а затем – в ежегодный туристический символ.

Размеры впечатляют. Снеговик, установленный в этом сезоне, достиг рекордной высоты – 19 м, при длине 14 м и ширине 11 м. Он был вырезан из более чем 3500 м³ снега. Работу выполняла команда из 64 скульпторов и более 100 строителей, и на весь проект ушло 11 дней.

Дополнительное внимание проекту принесла и прямая трансляция строительства, миллионы зрителей могли наблюдать, как поэтапно появляется этот ледяной гигант.

👏, если Китай не перестает удивлять своими идеями."
35,45082,2026-01-21,"Как будет меняться транспортная инфраструктура БРИКС: новые коридоры, хабы и мультимодальная логистическая платформа

🌎 Главы государств БРИКС признали важность комплексного использования транспорта для создания устойчивой системы в странах объединения еще на саммите в Казани в 2024 году. Развитая инфраструктура, экономически эффективные маршруты, новые технологии и нормы должны способствовать развитию торговых потоков и передвижению людей.

Именно с этой целью страны изучают возможность образования единой логистической платформы.

Когда может появиться новая система? Как она будет выглядеть? И почему эксперты говорят об умеренном оптимизме относительно интеграции, а еще о сложном компромиссе между амбициями и суверенной реальностью?

Об этом – в первой части карточек. Больше информации и эксклюзивных комментариев экспертов – в материале на сайте. (https://tvbrics.com/news/kak-budet-menyatsya-transportnaya-infrastruktura-briks-novye-koridory-khaby-i-multimodalnaya-logisti/)"
36,45081,2026-01-21,"🇧🇷🛩 В Бразилии планируют запустить 64 новых международных авиарейса и увеличить число отправлений на 16 существующих рейсах к сентябрю 2026 года.

Меру вводят для создания новых рабочих мест и увеличения доходов по всей стране.

Также планируется значительно расширить сеть маршрутов по Америке, а также в Африку и Азию.

Подробнее здесь. (https://tvbrics.com/news/v-brazilii-planiruyut-zapustit-64-novykh-mezhdunarodnykh-aviareysa-k-sentyabryu-/)"
37,45080,2026-01-21,"❗️❗️❗️
Россия впервые экспортировала в Китай продукцию АПК на сумму свыше 1 млрд долларов за месяц

Согласно предварительным оценкам экспертов, только за декабрь 2025 года Россия экспортировала в Китай 1,3 млн тонн продукции АПК на сумму более 1 млрд долл. США. Впервые за историю наблюдений был достигнут такой стоимостной результат: ранее максимум составлял порядка 812 млн долл. США — октябрь 2025 года.

В топ-5 видов продукции АПК, экспортированных из России в Китай в декабре 2025 года, в стоимостном выражении входят:

✅ Рапсовое масло — около 215 млн долл. США
✅ Живые, свежие или охлажденные крабы — более 159 млн долл. США
✅ Семена льна — более 74 млн долл. США
✅ Минтай — около 65 млн долл. США
✅ Сельдь — более 55 млн долл. США

По объему поставок в натуральном выражении также обновлен максимум. Предыдущий рекорд наблюдался в сентябре 2023 года, когда Россия экспортировала 1,14 млн тонн продукции АПК.

Источник: Агроэкспорт (https://t.me/mcxae)."
38,45079,2026-01-21,"🇴🇲🇷🇺 Оман подтвердил интерес к российским разработкам в нефтегазовой и зеленой энергетике

Делегация министерства промышленности и торговли России провела переговоры с министром энергетики Омана и замминистра торговли.

Стороны договорились организовать серию встреч представителей российских компаний с профильными ведомствами Омана для детального обсуждения проектов в области зеленой и водородной энергетики.

Основными направлениями для кооперации станут нефтегазовое машиностроение, возобновляемая энергетика и системы накопления энергии.

Подробнее здесь. (https://tvbrics.com/news/oman-podtverdil-interes-k-rossiyskim-razrabotkam-v-neftegazovoy-i-zelenoy-energetike/)"
39,45075,2026-01-21,"🇷🇺🤱 Ежегодно в России рождается около 110 тысяч недоношенных малышей. С 1980-х годов процент их успешного выхаживания вырос с 20 до 80, что является одним из самых высоких показателей в мире.

Российские специалисты помогают даже детям с экстремально низкой массой тела – около 500 граммов – и делятся своими наработками с коллегами из Бразилии, Индонезии и Эфиопии.

Как современные технологии и опыт врачей спасают самые хрупкие жизни – рассказываем в сюжете."
40,45073,2026-01-21,"🇮🇳🖥 В индийском штате Гуджарат решили бороться с бродячими коровами на городских улицах с помощью ИИ, которые часто становятся причиной пробок и ДТП.

Схема простая: камеры будут распознавать коров по биометрии, считывая их изображение и фокусируя внимание на индивидуальном рисунке носа (он уникален, как отпечатки пальцев у людей). Дополнительно ИИ будет учитывать и другие внешние признаки: глаза, отметины и шрамы.

В крупнейшем городе штата уже более 100 тысяч коров имеют RFID-метки с данными о владельцах. Камеры на 130 перекрестках будут сверять изображения с базой и определять, чья корова гуляет без присмотра."
41,45071,2026-01-21,"🇲🇬🇿🇦 Мадагаскар может получить статус страны-партнера БРИКС

Этот вопрос лидер островного государства обсудил с президентом ЮАР Сирилом Рамафосой. Глава Южной Африки выразил готовность поддержать заявку Мадагаскара на присоединение к объединению в качестве партнера.

❗️Рамафоса также открыл для страны возможность участия в ближайшем саммите БРИКС, который пройдет в июне в Индии. Именно там может быть принято окончательное решение по заявке.

При этом поддержка ЮАР не означает автоматического одобрения: статус страны-партнера утверждается коллективно всеми участниками объединения.

Фото: правительство Южно-Африканской Республики (https://dirco.gov.za/)"
42,45069,2026-01-20,"🌎🌾 «ЗЕРНО БРИКС». ЯЧМЕНЬ 

В 2019 году в Псковской области археологи при раскопках городища XII века обнаружили остатки крепости, языческого могильника и… скопление семян ячменя. 

Какую роль 800‑летние зерна могли бы сыграть в создании новых сортов? Почему перед ячменем преклонялись жители Спарты и римские гладиаторы? Как в XXI веке он превратился в один из ключевых элементов глобальной продовольственной безопасности? И зачем ученые до сих пор расшифровывают тайны его ДНК?

Ответы – в новом выпуске документального цикла «Зерно БРИКС».

▶ СМОТРИТЕ НА TV BRICS: https://tvbrics.com/shows/zerno-briks-yachmen/"
